Job Title,Company Name,Study Level,Experience Level,Contract Type,Region,Skills,Posting Date,Job Link,Disponibilité,Langues,Salary,Mobility
Software Engineer,Murphy-Jordan,Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Stage,Kairouan,"Machine Learning, Communication, Data Analysis, Python, Project Management",2025-08-25,https://fakejobsite.com/job/256,Immediate,French,1306,Hybrid
Software Engineer,Carroll-Davis,Bac+1,Expérience entre 2 ans et 5 ans et plus,Intérim,Nabeul,"Data Analysis, SQL",2026-04-30,https://fakejobsite.com/job/257,Immediate,Arabic,1185,Remote
Nurse,"Palmer, Howard and Cook",Bac+1,Plus que 10 ans,Saisonnier,DAKAR,"SQL, Leadership, Machine Learning",2024-07-14,https://fakejobsite.com/job/258,In 3 months,French,1032,On-site
Software Engineer,Nichols and Sons,Bac,Expérience entre 5 ans et 10 ans,Alternance,Ariana,"Java, SQL, Project Management, Python",2026-06-02,https://fakejobsite.com/job/259,In 1 month,English,1253,On-site
Accountant,Goodwin Group,Formations professionnelles,Entre 5 et 10 ans,Fonction publique,Sousse,"Java, Project Management, Data Analysis, Communication",2024-05-03,https://fakejobsite.com/job/260,Immediate,"French, English",819,Hybrid
Accountant,Bradley-Charles,Bac+3,Entre 2 et 5 ans,Fonction publique,Le Kef,"Communication, Python, Leadership, Java, Project Management",2025-09-07,https://fakejobsite.com/job/261,In 3 months,"French, Arabic, English",1405,Remote
Teacher,Nichols and Sons,Secondaire,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Saisonnier,Abidjan,"Communication, Machine Learning",2026-02-14,https://fakejobsite.com/job/262,In 1 month,French,1104,Remote
Data Scientist,Murphy-Jordan,Primaire,Expérience entre 5 ans et 10 ans,Statutaire,Le Kef,"Java, Communication, Project Management",2025-11-22,https://fakejobsite.com/job/263,Immediate,"French, English",1598,Remote
Marketing Manager,Jackson-Richards,Qualification avant bac,Débutant < 2 ans,Indépendant-Freelance,Tataouine,"SQL, Python, Java, Leadership",2024-07-13,https://fakejobsite.com/job/264,In 1 month,"English, Arabic",795,On-site
Project Manager,Carroll-Davis,Doctorat,Moins d'un an,Indépendant-Freelance,Ariana,"Machine Learning, Project Management",2026-04-29,https://fakejobsite.com/job/265,In 1 month,"English, French",1433,Remote
Software Engineer,"Craig, Morrow and Edwards",et plus,Plus que 10 ans,Intérim,Gabes,"Java, Leadership",2026-04-21,https://fakejobsite.com/job/266,Immediate,"French, Arabic",1361,Hybrid
Software Engineer,Mccoy Ltd,Secondaire,Expérience entre 5 ans et 10 ans,Alternance,Ben Arous,"SQL, Project Management, Data Analysis",2024-03-20,https://fakejobsite.com/job/267,Immediate,English,1524,On-site
Nurse,Mccoy Ltd,Doctorat,Plus que 10 ans,Alternance,Gafsa,"Data Analysis, Project Management, Communication, Python, SQL",2026-05-03,https://fakejobsite.com/job/268,Immediate,"French, English",1070,On-site
Data Scientist,Murphy-Jordan,Formations professionnelles,Expérience entre 2 ans et 5 ans et plus,Saisonnier,Gafsa,"Machine Learning, Python, Communication, Data Analysis, Java",2026-04-02,https://fakejobsite.com/job/269,In 1 month,French,1285,Remote
Accountant,Murphy-Jordan,Doctorat,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,Siliana,"Leadership, Java, Data Analysis, Python, Communication",2026-07-16,https://fakejobsite.com/job/270,In 1 month,"English, French",1468,Hybrid
Project Manager,Watson LLC,Expert Recherche,Plus que 10 ans,Fonction publique,Siliana,"Python, Project Management, Data Analysis, Java",2025-06-08,https://fakejobsite.com/job/271,In 3 months,Arabic,1550,On-site
Teacher,Bradley-Charles,Bac,Expérience > 10 ans,Alternance,Bizerte,"Leadership, Python",2024-02-17,https://fakejobsite.com/job/272,In 1 month,English,2365,On-site
Accountant,"Palmer, Howard and Cook",Secondaire,Entre 5 et 10 ans,Saisonnier,Nabeul,"Python, Leadership, Data Analysis",2026-03-11,https://fakejobsite.com/job/273,Immediate,"French, Arabic",1094,Remote
Data Scientist,Watson LLC,Formations professionnelles,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,SIVP,DAKAR,"Data Analysis, SQL, Machine Learning",2024-08-26,https://fakejobsite.com/job/274,In 1 month,English,1172,Remote
Marketing Manager,Durham LLC,Secondaire,"Etudiant, jeune diplômé",CDD,Gafsa,"Java, SQL, Machine Learning",2026-07-02,https://fakejobsite.com/job/275,In 3 months,"French, Arabic, English",805,Hybrid
Teacher,Goodwin Group,Expert Recherche,Expérience entre 5 ans et 10 ans,SIVP,Gafsa,"Project Management, SQL, Java",2025-11-03,https://fakejobsite.com/job/276,In 3 months,"Arabic, English",2194,Remote
Marketing Manager,Reed-Villarreal,Bac+3,Expérience > 10 ans,Stage-PFE,Sidi Bouzid,"Data Analysis, SQL, Machine Learning, Python",2025-09-14,https://fakejobsite.com/job/277,Immediate,"French, Arabic",2066,Hybrid
Nurse,Reed-Villarreal,Bac+3,Plus que 10 ans,Statutaire,Gabes,"Data Analysis, Java, Machine Learning, Leadership",2024-11-06,https://fakejobsite.com/job/278,Immediate,"Arabic, French, English",782,On-site
Nurse,Goodwin Group,Bac+3,Aucune expérience,Intérim,Ariana,"Java, Communication, Python",2026-04-01,https://fakejobsite.com/job/279,In 3 months,"Arabic, English",1012,Hybrid
Software Engineer,Nichols and Sons,Bac+5,Entre 5 et 10 ans,Alternance,Ben Arous,"Python, Data Analysis, Java",2024-02-28,https://fakejobsite.com/job/280,In 3 months,English,1462,Hybrid
Marketing Manager,Copeland-Brown,Doctorat,Expérience entre 5 ans et 10 ans,Stage-PFE,Gafsa,"Python, Java, Data Analysis, Leadership",2025-08-26,https://fakejobsite.com/job/281,In 3 months,Arabic,2331,Hybrid
Data Scientist,Watson LLC,Bac+5,Débutant < 2 ans,Stage,Nabeul,"SQL, Machine Learning, Python",2026-05-18,https://fakejobsite.com/job/282,Immediate,French,1413,On-site
Project Manager,Jackson-Richards,Bac,Expérience entre 2 ans et 5 ans,Stage-PFE,Nabeul,"Leadership, Project Management",2025-11-30,https://fakejobsite.com/job/283,In 3 months,Arabic,1491,Remote
Teacher,Carroll-Davis,et plus,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Unspecified,Tozeur,"Java, Project Management, Machine Learning, Leadership",2024-12-19,https://fakejobsite.com/job/284,In 3 months,"English, French",1469,On-site
Accountant,Goodwin Group,Expert Recherche,Entre 2 et 5 ans,Saisonnier,Sousse,"Machine Learning, Project Management",2026-09-06,https://fakejobsite.com/job/285,Immediate,English,1192,Remote
Data Scientist,"Thompson, Wheeler and Dunn",Formations professionnelles,Expérience > 10 ans,Alternance,Sousse,"Python, Project Management",2024-10-23,https://fakejobsite.com/job/286,In 1 month,"French, English, Arabic",1700,Hybrid
Data Scientist,"Atkins, Perkins and Christian",Secondaire,"Etudiant, jeune diplômé et plus",CDD,Gafsa,"SQL, Communication, Python, Project Management, Machine Learning",2024-06-22,https://fakejobsite.com/job/287,In 1 month,French,1121,Hybrid
Nurse,Nichols and Sons,Qualification avant bac,Entre 5 et 10 ans,Statutaire,Sidi Bouzid,"Java, Data Analysis",2025-07-08,https://fakejobsite.com/job/288,In 3 months,"Arabic, English, French",832,Hybrid
Marketing Manager,Goodwin Group,Formations professionnelles,Expérience entre 5 ans et 10 ans,Saisonnier,Sfax,"Java, Leadership, Data Analysis",2026-08-12,https://fakejobsite.com/job/289,In 1 month,"French, Arabic",2008,Hybrid
Software Engineer,Watson LLC,Doctorat,"Etudiant, jeune diplômé & Débutant < 2 ans",Unspecified,Le Kef,"SQL, Machine Learning, Leadership, Data Analysis",2026-08-20,https://fakejobsite.com/job/290,In 1 month,English,2353,Hybrid
Software Engineer,Jackson-Richards,Bac+5,Expérience entre 2 ans et 5 ans et plus,Saisonnier,Sidi Bouzid,"SQL, Python, Communication, Leadership, Java",2024-06-15,https://fakejobsite.com/job/291,In 1 month,Arabic,1424,Remote
Teacher,Jackson-Richards,Bac+5,Expérience > 10 ans,Unspecified,Nabeul,"Leadership, Java, Project Management, Data Analysis, Communication",2026-03-23,https://fakejobsite.com/job/292,In 1 month,"English, French, Arabic",2391,Remote
Nurse,Murphy-Jordan,Bac+4,Expérience entre 5 ans et 10 ans,Intérim,Ben Arous,"SQL, Communication, Python, Data Analysis, Project Management",2025-05-16,https://fakejobsite.com/job/293,In 3 months,"Arabic, French",1849,Hybrid
Data Scientist,"Giles, Nelson and Davis",Bac+5,Expérience > 10 ans,Intérim,Tataouine,"Machine Learning, Data Analysis, Java, Project Management",2026-02-10,https://fakejobsite.com/job/294,In 1 month,"Arabic, French, English",1797,On-site
Project Manager,Murphy-Jordan,et plus,Expérience entre 2 ans et 5 ans,Fonction publique,Ben Arous,"Java, SQL",2024-04-25,https://fakejobsite.com/job/295,In 1 month,"French, English",773,On-site
Nurse,Bradley-Charles,Primaire,Expérience entre 2 ans et 5 ans,Fonction publique,Nabeul,"Java, Project Management",2025-02-18,https://fakejobsite.com/job/296,Immediate,"Arabic, English, French",1108,Hybrid
Teacher,Bradley-Charles,Secondaire,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Indépendant-Freelance,Gafsa,"Communication, SQL",2024-06-18,https://fakejobsite.com/job/297,In 3 months,"French, Arabic, English",752,Remote
Teacher,Goodwin Group,Primaire,Débutant < 2 ans et plus,CDI,Sousse,"Python, Machine Learning, SQL",2024-01-28,https://fakejobsite.com/job/298,Immediate,"Arabic, French",1526,On-site
Nurse,Durham LLC,Secondaire,Expérience > 10 ans,Alternance,Monastir,"Java, Project Management, Data Analysis, SQL",2026-07-18,https://fakejobsite.com/job/299,Immediate,"French, English",1606,On-site
Teacher,Thomas-Howard,Expert Recherche,Expérience entre 5 ans et 10 ans,Alternance,Sousse,"Machine Learning, Leadership",2024-12-26,https://fakejobsite.com/job/300,In 3 months,"English, Arabic, French",2128,On-site
Nurse,"Anderson, Cunningham and Dunn",Secondaire,Expérience > 10 ans,Temps partiel,Kairouan,"Communication, Python, Machine Learning, Leadership",2024-09-16,https://fakejobsite.com/job/301,In 1 month,Arabic,1983,Hybrid
Accountant,Mccoy Ltd,Primaire,Moins d'un an,Unspecified,Siliana,"Data Analysis, Communication, Project Management",2025-02-02,https://fakejobsite.com/job/302,Immediate,Arabic,819,On-site
Nurse,Copeland-Brown,Formations professionnelles,Entre 2 et 5 ans,Stage-PFE,Bizerte,"Java, Data Analysis, Machine Learning",2024-12-07,https://fakejobsite.com/job/303,In 3 months,"English, Arabic",908,On-site
Marketing Manager,Goodwin Group,Secondaire,Moins d'un an,Alternance,TRIPOLI,"Java, SQL, Data Analysis, Machine Learning",2025-07-19,https://fakejobsite.com/job/304,In 1 month,"Arabic, French",1117,On-site
Nurse,"Anderson, Cunningham and Dunn",Expert Recherche,"Etudiant, jeune diplômé - Débutant < 2 ans",Alternance,Zaghouan,"SQL, Leadership, Machine Learning",2024-03-03,https://fakejobsite.com/job/305,In 3 months,Arabic,1900,On-site
Teacher,Watson LLC,Expert Recherche,Expérience entre 2 ans et 5 ans et plus,CDI,Tozeur,"Machine Learning, Python",2026-09-22,https://fakejobsite.com/job/306,Immediate,English,1715,Remote
Marketing Manager,"Atkins, Perkins and Christian",Bac,"Etudiant, jeune diplômé & Débutant < 2 ans",Stage,TRIPOLI,"Machine Learning, Communication, Data Analysis",2026-06-23,https://fakejobsite.com/job/307,In 1 month,"English, Arabic",1220,Hybrid
Teacher,Copeland-Brown,Secondaire,Expérience entre 5 ans et 10 ans,Fonction publique,Ariana,"Communication, Python, Java, Leadership",2024-12-16,https://fakejobsite.com/job/308,In 1 month,"French, English",1679,Hybrid
Software Engineer,Bradley-Charles,Qualification avant bac,Entre 1 et 2 ans,Fonction publique,Sidi Bouzid,"Java, Leadership, Communication, Python, Machine Learning",2026-05-29,https://fakejobsite.com/job/309,In 3 months,"French, Arabic, English",1200,Remote
Software Engineer,Copeland-Brown,Bac+4,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDD,Gabes,"SQL, Project Management, Leadership",2024-04-07,https://fakejobsite.com/job/310,In 1 month,"French, English, Arabic",1265,Remote
Marketing Manager,Murphy-Jordan,Bac+3,Moins d'un an,Alternance,Gafsa,"Data Analysis, Leadership, SQL, Communication",2026-02-09,https://fakejobsite.com/job/311,Immediate,"Arabic, English, French",926,Hybrid
Accountant,"Atkins, Perkins and Christian",Bac+1,Entre 5 et 10 ans,CDI,Gafsa,"Python, Java",2024-10-07,https://fakejobsite.com/job/312,Immediate,"Arabic, English, French",1111,On-site
Software Engineer,Mccoy Ltd,Expert Recherche,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Statutaire,Monastir,"Python, Communication, Leadership",2026-02-15,https://fakejobsite.com/job/313,Immediate,"English, Arabic, French",1164,On-site
Nurse,Goodwin Group,Bac+2,Expérience entre 2 ans et 5 ans et plus,Fonction publique,Abidjan,"Leadership, Communication, Project Management, SQL",2024-01-04,https://fakejobsite.com/job/314,In 3 months,"English, French, Arabic",1120,Hybrid
Teacher,Nichols and Sons,Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",CDI,Siliana,"SQL, Data Analysis, Java, Machine Learning, Python",2026-09-25,https://fakejobsite.com/job/315,In 1 month,"Arabic, French, English",1077,On-site
Software Engineer,Nichols and Sons,et plus,"Etudiant, jeune diplômé et plus",SIVP,TRIPOLI,"SQL, Python, Data Analysis, Machine Learning",2024-12-14,https://fakejobsite.com/job/316,In 1 month,French,1734,Remote
Software Engineer,"Anderson, Cunningham and Dunn",Doctorat,Expérience > 10 ans,Stage,TRIPOLI,"Machine Learning, Python, Java, Project Management, SQL",2024-12-12,https://fakejobsite.com/job/317,In 1 month,French,2289,On-site
Accountant,"Anderson, Cunningham and Dunn",Secondaire,Expérience > 10 ans,Alternance,Gafsa,"Project Management, Data Analysis",2026-08-14,https://fakejobsite.com/job/318,Immediate,English,1123,On-site
Marketing Manager,Durham LLC,Primaire,Expérience entre 2 ans et 5 ans,CDD,Siliana,"Data Analysis, SQL, Leadership",2025-04-19,https://fakejobsite.com/job/319,In 1 month,French,1279,On-site
Marketing Manager,"Palmer, Howard and Cook",Bac+1,Expérience entre 2 ans et 5 ans et plus,Unspecified,Sidi Bouzid,"Communication, Python, SQL, Project Management",2024-09-17,https://fakejobsite.com/job/320,Immediate,Arabic,1229,Hybrid
Data Scientist,"Anderson, Cunningham and Dunn",Bac+2,Entre 2 et 5 ans,Stage-PFE,Gabes,"Data Analysis, Java, Project Management, Machine Learning, SQL",2026-01-29,https://fakejobsite.com/job/321,In 1 month,"English, Arabic, French",1518,Remote
Accountant,Walker-Thomas,Bac+3,Débutant < 2 ans et plus,Fonction publique,Tunis,"Java, Project Management, Communication, Python",2025-09-27,https://fakejobsite.com/job/322,Immediate,English,1257,On-site
Nurse,"Palmer, Howard and Cook",Secondaire,"Etudiant, jeune diplômé et plus",SIVP,Tunis,"Python, Project Management, Leadership, Data Analysis, SQL",2026-06-14,https://fakejobsite.com/job/323,In 1 month,Arabic,845,Hybrid
Marketing Manager,Watson LLC,Bac,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Statutaire,International,"SQL, Data Analysis, Python, Project Management, Communication",2025-05-22,https://fakejobsite.com/job/324,In 3 months,"French, Arabic, English",1369,On-site
Teacher,Reed-Villarreal,Doctorat,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Unspecified,Gafsa,"Data Analysis, SQL, Machine Learning, Project Management",2025-09-23,https://fakejobsite.com/job/325,In 3 months,"English, French, Arabic",1056,Remote
Accountant,"Craig, Morrow and Edwards",Bac+1,Aucune expérience,CDI,Siliana,"Java, Project Management, Python, Leadership",2024-12-18,https://fakejobsite.com/job/326,Immediate,"French, English, Arabic",792,On-site
Software Engineer,Howard-Moss,Bac+4,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Intérim,Ben Arous,"SQL, Machine Learning, Python, Project Management, Data Analysis",2025-12-29,https://fakejobsite.com/job/327,Immediate,"Arabic, French",1139,Remote
Teacher,"Thompson, Wheeler and Dunn",Bac,"Etudiant, jeune diplômé - Débutant < 2 ans",Saisonnier,Abidjan,"Project Management, Data Analysis, Java, Python",2025-11-05,https://fakejobsite.com/job/328,In 1 month,"English, French, Arabic",1136,On-site
Teacher,"Craig, Morrow and Edwards",Bac+2,"Etudiant, jeune diplômé - Débutant < 2 ans",Alternance,Gafsa,"Project Management, SQL",2024-04-14,https://fakejobsite.com/job/329,In 1 month,"French, Arabic",1272,Remote
Software Engineer,Thomas-Howard,et plus,Expérience entre 5 ans et 10 ans,Alternance,Tataouine,"Communication, Leadership, SQL, Java",2026-03-02,https://fakejobsite.com/job/330,In 3 months,"French, Arabic, English",1393,On-site
Accountant,Watson LLC,Bac+1,Aucune expérience,SIVP,Gafsa,"Java, Leadership, Data Analysis",2025-10-07,https://fakejobsite.com/job/331,In 1 month,"English, French, Arabic",825,Remote
Software Engineer,Jackson-Richards,Bac,Aucune expérience,CDI,Ben Arous,"Data Analysis, Machine Learning, Java",2024-02-02,https://fakejobsite.com/job/332,Immediate,"Arabic, French, English",921,On-site
Data Scientist,Mccoy Ltd,Doctorat,Expérience > 10 ans,Indépendant-Freelance,Ben Arous,"Data Analysis, SQL",2025-02-10,https://fakejobsite.com/job/333,Immediate,"Arabic, English, French",2388,On-site
Teacher,Howard-Moss,Bac+4,Plus que 10 ans,Alternance,International,"Leadership, SQL, Machine Learning, Communication, Project Management",2025-11-28,https://fakejobsite.com/job/334,Immediate,"Arabic, English, French",1236,Hybrid
Project Manager,"Palmer, Howard and Cook",Bac,Entre 5 et 10 ans,Indépendant-Freelance,Gafsa,"Communication, Java, Project Management, Python",2025-03-24,https://fakejobsite.com/job/335,Immediate,"Arabic, English, French",1269,Hybrid
Project Manager,Reed-Villarreal,Bac+5,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Statutaire,Ariana,"Leadership, Communication, Data Analysis, SQL, Python",2024-03-15,https://fakejobsite.com/job/336,Immediate,French,1704,Remote
Nurse,"Atkins, Perkins and Christian",Bac+4,Plus que 10 ans,Intérim,Bizerte,"Java, Data Analysis, Project Management, Communication",2025-09-17,https://fakejobsite.com/job/337,In 3 months,"English, Arabic, French",1317,On-site
Marketing Manager,Thomas-Howard,Bac+2,Débutant < 2 ans,SIVP,Siliana,"Python, Data Analysis",2026-05-11,https://fakejobsite.com/job/338,In 3 months,"Arabic, English, French",970,Remote
Software Engineer,Watson LLC,et plus,Entre 5 et 10 ans,Unspecified,Le Kef,"Java, Communication, Python, Machine Learning",2026-07-11,https://fakejobsite.com/job/339,Immediate,"Arabic, English",704,Hybrid
Software Engineer,"Thompson, Wheeler and Dunn",Doctorat,Plus que 10 ans,CDI,Tataouine,"Leadership, Machine Learning, SQL, Python, Project Management",2026-03-17,https://fakejobsite.com/job/340,In 1 month,"English, Arabic",1557,Remote
Nurse,Thomas-Howard,Qualification avant bac,Expérience entre 2 ans et 5 ans,CDI,Sfax,"Communication, Machine Learning, Project Management",2025-01-27,https://fakejobsite.com/job/341,Immediate,"English, French, Arabic",1463,Remote
Nurse,Howard-Moss,Secondaire,"Etudiant, jeune diplômé",Temps partiel,Sidi Bouzid,"Python, Project Management, Leadership",2025-04-23,https://fakejobsite.com/job/342,In 3 months,"Arabic, English",1282,Hybrid
Nurse,Thomas-Howard,Primaire,Expérience entre 2 ans et 5 ans,Statutaire,Abidjan,"Java, Machine Learning, Communication, Leadership",2025-07-17,https://fakejobsite.com/job/343,Immediate,"English, Arabic",1112,On-site
Teacher,"Palmer, Howard and Cook",Formations professionnelles,"Etudiant, jeune diplômé - Débutant < 2 ans",Statutaire,Siliana,"Project Management, Communication",2024-04-08,https://fakejobsite.com/job/344,In 3 months,"French, Arabic",935,Remote
Data Scientist,"Anderson, Cunningham and Dunn",Formations professionnelles,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Stage,Ariana,"Leadership, Machine Learning, SQL, Communication, Java",2024-11-07,https://fakejobsite.com/job/345,In 3 months,"Arabic, French",956,Hybrid
Software Engineer,Thomas-Howard,Primaire,Expérience entre 2 ans et 5 ans et plus,Saisonnier,Gafsa,"Communication, Data Analysis, Project Management, Leadership",2026-02-23,https://fakejobsite.com/job/346,Immediate,"French, English, Arabic",1234,On-site
Teacher,"Palmer, Howard and Cook",Primaire,"Etudiant, jeune diplômé - Débutant < 2 ans",Fonction publique,Abidjan,"Python, SQL, Communication, Data Analysis",2025-05-18,https://fakejobsite.com/job/347,Immediate,"French, Arabic",1358,Hybrid
Nurse,Goodwin Group,Bac+1,Débutant < 2 ans et plus,Fonction publique,Gafsa,"Communication, Python",2024-08-31,https://fakejobsite.com/job/348,In 1 month,"French, English",998,Remote
Software Engineer,Thomas-Howard,Bac+2,Débutant < 2 ans et plus,Temps partiel,Abidjan,"Machine Learning, Data Analysis, Communication, Leadership, Java",2024-11-20,https://fakejobsite.com/job/349,In 3 months,"Arabic, French, English",1326,On-site
Teacher,Howard-Moss,Doctorat,Expérience > 10 ans,Stage-PFE,Gafsa,"Java, Machine Learning, Communication, Leadership",2025-07-15,https://fakejobsite.com/job/350,In 1 month,English,2374,On-site
Data Scientist,"Atkins, Perkins and Christian",Bac+4,"Etudiant, jeune diplômé et plus",CDD,Médenine,"Machine Learning, Communication, SQL, Project Management",2025-08-14,https://fakejobsite.com/job/351,Immediate,"French, Arabic",1175,Hybrid
Teacher,Carroll-Davis,Bac+1,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,SIVP,Tozeur,"Java, Data Analysis, Machine Learning",2024-08-07,https://fakejobsite.com/job/352,In 3 months,"English, French",1047,Hybrid
Data Scientist,Mccoy Ltd,Bac+2,Débutant < 2 ans,Intérim,Tozeur,"Communication, SQL, Java, Machine Learning, Python",2024-09-12,https://fakejobsite.com/job/353,In 1 month,English,1029,Hybrid
Nurse,Mccoy Ltd,Secondaire,Débutant < 2 ans,CDI,Le Kef,"Communication, Python, Data Analysis, Leadership, Java",2025-02-24,https://fakejobsite.com/job/354,In 1 month,"French, English",945,On-site
Data Scientist,Thomas-Howard,Bac+5,Entre 1 et 2 ans,Saisonnier,Tataouine,"Communication, SQL, Project Management",2024-10-26,https://fakejobsite.com/job/355,In 1 month,"French, Arabic, English",2169,On-site
Software Engineer,Carroll-Davis,Formations professionnelles,Entre 2 et 5 ans,Indépendant-Freelance,Siliana,"Project Management, Java, SQL",2026-05-24,https://fakejobsite.com/job/356,Immediate,"French, English",886,Remote
Nurse,"Giles, Nelson and Davis",Doctorat,"Etudiant, jeune diplômé - Débutant < 2 ans",SIVP,Ben Arous,"Machine Learning, SQL",2024-06-07,https://fakejobsite.com/job/357,Immediate,"Arabic, French, English",1721,On-site
Software Engineer,Goodwin Group,Primaire,Débutant < 2 ans,Stage-PFE,DAKAR,"Python, Communication",2026-03-12,https://fakejobsite.com/job/358,Immediate,Arabic,774,Remote
Project Manager,Mccoy Ltd,Bac,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,SIVP,TRIPOLI,"Data Analysis, Machine Learning, Project Management, Java",2025-02-23,https://fakejobsite.com/job/359,In 3 months,"English, French, Arabic",926,Hybrid
Accountant,"Thompson, Wheeler and Dunn",Qualification avant bac,Plus que 10 ans,Stage-PFE,International,"Data Analysis, SQL, Communication",2025-10-17,https://fakejobsite.com/job/360,Immediate,"English, Arabic",1097,Hybrid
Data Scientist,"Atkins, Perkins and Christian",Doctorat,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,Zaghouan,"Leadership, Python, Project Management",2025-04-12,https://fakejobsite.com/job/361,In 3 months,"French, Arabic",1588,On-site
Accountant,Copeland-Brown,Expert Recherche,"Etudiant, jeune diplômé et plus",CDD,TRIPOLI,"Project Management, Leadership, Machine Learning, Data Analysis",2025-11-14,https://fakejobsite.com/job/362,In 1 month,"Arabic, French, English",2561,Hybrid
Accountant,Mccoy Ltd,et plus,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Stage-PFE,Monastir,"Project Management, Machine Learning, Java, Data Analysis, Leadership",2025-11-07,https://fakejobsite.com/job/363,In 1 month,English,1053,Hybrid
Data Scientist,Nichols and Sons,Bac+2,Entre 2 et 5 ans,CDI,Kairouan,"Communication, Leadership, Machine Learning",2025-09-05,https://fakejobsite.com/job/364,Immediate,"French, English, Arabic",817,On-site
Nurse,"Thompson, Wheeler and Dunn",Bac+3,Expérience entre 2 ans et 5 ans et plus,CDI,Tozeur,"Leadership, SQL, Data Analysis, Project Management, Machine Learning",2025-01-05,https://fakejobsite.com/job/365,In 1 month,"Arabic, French",1285,Remote
Project Manager,"Craig, Morrow and Edwards",Secondaire,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,CDD,Tataouine,"Project Management, SQL, Machine Learning",2026-04-22,https://fakejobsite.com/job/366,Immediate,French,581,On-site
Software Engineer,Thomas-Howard,Bac+5,Expérience entre 5 ans et 10 ans,Fonction publique,TRIPOLI,"Machine Learning, Python, Communication",2026-01-11,https://fakejobsite.com/job/367,In 3 months,"Arabic, English, French",2100,Remote
Teacher,"Thompson, Wheeler and Dunn",Secondaire,Expérience entre 2 ans et 5 ans et plus,SIVP,Tunis,"Communication, Machine Learning, Python, SQL, Leadership",2024-08-24,https://fakejobsite.com/job/368,In 1 month,"Arabic, French, English",1324,On-site
Software Engineer,Reed-Villarreal,Doctorat,Moins d'un an,Temps partiel,TRIPOLI,"Java, SQL, Leadership, Data Analysis",2025-01-11,https://fakejobsite.com/job/369,Immediate,"English, Arabic",1818,On-site
Teacher,Mccoy Ltd,Formations professionnelles,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Alternance,Zaghouan,"Data Analysis, SQL, Project Management, Python, Java",2024-08-08,https://fakejobsite.com/job/370,In 1 month,French,1343,Hybrid
Software Engineer,Murphy-Jordan,Bac+3,Entre 5 et 10 ans,Alternance,Sidi Bouzid,"Communication, Python, Project Management, SQL, Leadership",2025-04-17,https://fakejobsite.com/job/371,In 1 month,"French, English",1071,On-site
Data Scientist,"Atkins, Perkins and Christian",Expert Recherche,Entre 2 et 5 ans,Temps partiel,International,"Project Management, Leadership, Python, Data Analysis",2024-01-26,https://fakejobsite.com/job/372,Immediate,"Arabic, French, English",1487,On-site
Project Manager,Goodwin Group,Bac+4,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Indépendant-Freelance,Tunis,"Python, Data Analysis, Leadership",2026-04-06,https://fakejobsite.com/job/373,In 1 month,"French, English",1199,Remote
Teacher,Howard-Moss,Bac,Débutant < 2 ans,Statutaire,Kairouan,"Data Analysis, Java, Python, Leadership",2024-01-11,https://fakejobsite.com/job/374,In 1 month,"English, French, Arabic",687,Hybrid
Marketing Manager,Walker-Thomas,Bac+3,Entre 2 et 5 ans,Indépendant-Freelance,Sousse,"Data Analysis, SQL, Communication, Project Management, Machine Learning",2026-06-18,https://fakejobsite.com/job/375,In 1 month,"Arabic, French",1295,Remote
Nurse,Durham LLC,Bac+2,Expérience entre 5 ans et 10 ans,Statutaire,Médenine,"Java, Python",2026-05-10,https://fakejobsite.com/job/376,In 1 month,"English, French",1172,Remote
Software Engineer,Durham LLC,Primaire,Entre 2 et 5 ans,Temps partiel,Sfax,"Project Management, SQL, Java, Machine Learning",2026-01-07,https://fakejobsite.com/job/377,In 3 months,"Arabic, French, English",996,Hybrid
Software Engineer,Mccoy Ltd,Expert Recherche,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Alternance,Le Kef,"Java, SQL, Data Analysis, Leadership, Communication",2024-08-15,https://fakejobsite.com/job/378,In 1 month,English,1191,Hybrid
